vary_1,vary_2,vary_3,vary_4,vary_5,vary_6,vary_7,vary_8,vary_9,vary_10,vary_11,vary_12,vary_13,vary_14,vary_15,vary_16,vary_17,vary_18,vary_19,vary_20,vary_21,vary_22,vary_23,vary_24,vary_25,vary_26,vary_27,vary_28
0.5310709573782904,0.45138424029565133,-0.29796715913641175,0.0658836905791971,-0.6573836848061232,-0.7517227524768046,-0.5025884411964965,-0.6517765467539917,-1.10007755915186,-1.083105135100827,-0.767398810381711,0.5244928858858191,-0.8844896592256556,-0.9292620010551877,3.2770095955683454,-0.45050366838969463,-0.17648146568593842,-0.7467062770065352,-0.3184882907981813,-0.6328166609230017,0.7502609443314229,-0.2552442272034762,-0.6362829316365908,-0.7024156480571092,0.1790293478329172,-0.3884103693211793,0.07301836556450052,-0.20420060162160578
0.07011300651475894,-0.1769145478776497,-0.6634041933862285,-0.5817127992658965,-1.0065362266820137,0.2802959525078617,0.210133724044931,-0.41311646434288907,-0.8962433584200065,-1.083105135100827,-0.4277643007335537,0.47233775652766946,-0.11045850966592032,-0.48117585662347095,0.40375494333577666,0.01411445465715539,0.26112817681513334,-0.21192103613766916,0.4328671674084067,-0.4152595427842653,0.9681601404699075,-0.07809256047336596,-0.28642337687702385,-0.5247645334661976,-0.35573871658991985,-0.4186662555535552,0.041729906216960204,-0.5613383411115744
-0.7011928716628333,-0.22832081236455617,-0.7025581613415659,-0.74361192172716994,-1.0065362266820137,-0.3203963874228599,-0.5923271488637086,-1.2670738761410838,-1.1638063587970795,-0.3083505446109925,-0.9077159121086207,1.1205999934521917,-1.1395149163826261,-0.5513983145502273,1.4885019386989067,-0.18594518422922768,0.07508459552160576,-0.8464482821004607,0.14180517218488542,-0.5464877152228301,0.8846737081919203,-0.29384563586317053,-0.9599436167047604,-0.7259916434876594,-0.4022391297450791,-0.4791780280183071,-0.8030584961666283,-0.32324651478492866
-1.0982556610205287,-1.1079391158071776,-0.545942289520216,-0.5547296121890176,-0.39551927839920537,-0.22399840996358988,-0.5165370806482272,0.08300965294660526,-0.4968766481882144,-0.08699208122030819,-0.3678218197151831,1.549607044484964,-0.3941324472046286,-0.9292620010551877,2.522486916042926,-0.42249477699587185,-0.2814173945511928,-0.17502710425818319,-0.8132261623976188,-0.5301738473147068,0.770961151450349,-0.40280317550719197,-0.09274532439412549,-0.4870619518150716,0.22594222856338608,-0.600201572947811,-0.6309719697551566,-0.4422924279482516
-0.5231992074680043,-0.49106394196430025,-0.3371211270917493,-0.3928304897277442,-0.13365487199228754,-0.13591163423678584,-0.3992826907673914,0.8444177540860317,0.5564404130954281,-0.13226994350244556,-0.35275394733774856,-0.09412804107810331,-0.44625328233314193,0.5091963685299339,1.1656637995874217,-0.59414975473519,-0.4300684851024488,-0.29583781628869044,-0.8797190929948009,-0.5927558276409786,0.69523009324639,-0.7788450696758036,-0.4021187427096695,-0.6455333550152064,-0.41707727452597126,-0.3884103693211793,-0.5058181323649953,-0.3827694713665901
-0.08506095714227144,-0.2740152696862508,-0.8330713878593576,-0.7975782958809278,-0.9192480912130411,-0.48680517129572465,-0.7278698836578884,-0.983406919445899,-1.2699212182388628,1.5316916104171612,-0.8110797806645634,1.1141513115141983,-0.8658666647855415,-0.45604952414251226,0.5853464113155185,-0.7962524790861397,-0.6386002031276977,0.17030645395372038,-0.39012237164626823,-0.45802505460455795,0.4922217596553744,-0.8796055917415091,-0.2540381102698797,-0.5794737037145596,-0.12553575441037426,NA,-0.8656354148617089,-0.32324651478492866
-1.0891277808054092,-0.8908904435291282,-1.0549438729396035,-1.0404269795728378,-1.0938243621509864,-0.7524078100308117,-0.7278698836578884,-1.2770008656007408,-1.556716913485988,0.22429323765816703,-1.3283666649171808,1.4232355054544765,-1.3518559760057336,-0.9292620010551877,0.9760320873959789,0.5043569511138066,0.7804881771118698,0.5583455778988131,1.691858518687747,-0.1772261939629189,1.1979027438563972,1.3575770032478731,1.557218407225752,0.3187697881347534,2.710462067688441,-0.5094339142506831,-0.8656354148617089,-0.26372355820326726
0.047293305976960354,-0.5424702064512067,-1.0418925502878242,-0.9055110441884433,-1.0938243621509864,-0.7626439581021276,-0.7278698836578884,0.8269098655574295,0.3529578679176067,-1.083105135100827,-0.8206417967551765,1.5206445431494178,-1.105252368205068,-0.28011155033415425,3.049234581967823,-0.10146468772031059,0.2656386975132494,1.477676084100274,-0.8070145034203794,-0.07172275165668283,0.03136067310957813,0.127115398717183,0.44494058247221147,-0.22846668623146332,-0.2335653717498219,NA,-1.0533661709469508,-0.5613383411115744
1.5762132420094657,1.1882073646079772,-1.0027385823324868,-0.9324942312653223,-1.3556887685579042,-0.8614811676295198,-0.7278698836578884,0.1490032454009103,-1.3996217498609942,0.5903647820306854,-1.2164370600986874,1.5594497695482161,-1.4941918457025698,-0.6147667623303825,2.039609630241397,-0.3889360540337189,-0.019559630811499584,1.0049836864517618,-0.11888992415281059,-0.21332844485220284,0.18359364339122553,-0.11549758416169315,0.23812557254541056,-0.3563193011603969,0.35998451410324683,-0.44892214178593115,-1.1315873193158015,-0.620861297693236
0.17508362898863244,0.16008207486984813,-1.1593544541538368,-1.0674101666497167,-1.3556887685579042,-0.8062537842450864,-0.7278698836578884,-1.4211140013080015,-1.654040458513227,-1.083105135100827,-1.2175822583004599,1.7207799527688743,-1.5605511252961677,-0.9292620010551877,1.794717191960011,0.19295065220266974,0.568421216873818,1.9403059852457076,0.008065103409938424,0.07389260685474319,0.15219554246915862,1.0669975030257077,1.7331743016729657,0.32513615989347183,0.8250831473051067,NA,-0.8343469555141686,-0.7399072108565588
